0.999699, 0.024541
0.998795, 0.049068
0.997290, 0.073565
0.995185, 0.098017
0.992480, 0.122411
0.989177, 0.146730
0.985278, 0.170962
0.980785, 0.195090
0.975702, 0.219101
0.970031, 0.242980
0.963776, 0.266713
0.956940, 0.290285
0.949528, 0.313682
0.941544, 0.336890
0.932993, 0.359895
0.923880, 0.382683
0.914210, 0.405241
0.903989, 0.427555
0.893224, 0.449611
0.881921, 0.471397
0.870087, 0.492898
0.857729, 0.514103
0.844854, 0.534998
0.831470, 0.555570
0.817585, 0.575808
0.803208, 0.595699
0.788346, 0.615232
0.773010, 0.634393
0.757209, 0.653173
0.740951, 0.671559
0.724247, 0.689541
0.707107, 0.707107
0.689541, 0.724247
0.671559, 0.740951
0.653173, 0.757209
0.634393, 0.773010
0.615232, 0.788346
0.595699, 0.803208
0.575808, 0.817585
0.555570, 0.831470
0.534998, 0.844854
0.514103, 0.857729
0.492898, 0.870087
0.471397, 0.881921
0.449611, 0.893224
0.427555, 0.903989
0.405241, 0.914210
0.382683, 0.923880
0.359895, 0.932993
0.336890, 0.941544
0.313682, 0.949528
0.290285, 0.956940
0.266713, 0.963776
0.242980, 0.970031
0.219101, 0.975702
0.195090, 0.980785
0.170962, 0.985278
0.146730, 0.989177
0.122411, 0.992480
0.098017, 0.995185
0.073565, 0.997290
0.049068, 0.998795
0.024541, 0.999699
-0.000000, 1.000000
-0.024541, 0.999699
-0.049068, 0.998795
-0.073565, 0.997290
-0.098017, 0.995185
-0.122411, 0.992480
-0.146730, 0.989177
-0.170962, 0.985278
-0.195090, 0.980785
-0.219101, 0.975702
-0.242980, 0.970031
-0.266713, 0.963776
-0.290285, 0.956940
-0.313682, 0.949528
-0.336890, 0.941544
-0.359895, 0.932993
-0.382683, 0.923880
-0.405241, 0.914210
-0.427555, 0.903989
-0.449611, 0.893224
-0.471397, 0.881921
-0.492898, 0.870087
-0.514103, 0.857729
-0.534998, 0.844854
-0.555570, 0.831470
-0.575808, 0.817585
-0.595699, 0.803208
-0.615232, 0.788346
-0.634393, 0.773010
-0.653173, 0.757209
-0.671559, 0.740951
-0.689541, 0.724247
-0.707107, 0.707107
-0.724247, 0.689541
-0.740951, 0.671559
-0.757209, 0.653173
-0.773010, 0.634393
-0.788346, 0.615232
-0.803208, 0.595699
-0.817585, 0.575808
-0.831470, 0.555570
-0.844854, 0.534998
-0.857729, 0.514103
-0.870087, 0.492898
-0.881921, 0.471397
-0.893224, 0.449611
-0.903989, 0.427555
-0.914210, 0.405241
-0.923880, 0.382683
-0.932993, 0.359895
-0.941544, 0.336890
-0.949528, 0.313682
-0.956940, 0.290285
-0.963776, 0.266713
-0.970031, 0.242980
-0.975702, 0.219101
-0.980785, 0.195090
-0.985278, 0.170962
-0.989177, 0.146730
-0.992480, 0.122411
-0.995185, 0.098017
-0.997290, 0.073565
-0.998795, 0.049068
-0.999699, 0.024541
-1.000000, -0.000000
-0.999699, -0.024541
-0.998795, -0.049068
-0.997290, -0.073565
-0.995185, -0.098017
-0.992480, -0.122411
-0.989176, -0.146731
-0.985278, -0.170962
-0.980785, -0.195090
-0.975702, -0.219101
-0.970031, -0.242980
-0.963776, -0.266713
-0.956940, -0.290285
-0.949528, -0.313682
-0.941544, -0.336890
-0.932993, -0.359895
-0.923880, -0.382683
-0.914210, -0.405241
-0.903989, -0.427555
-0.893224, -0.449611
-0.881921, -0.471397
-0.870087, -0.492898
-0.857729, -0.514103
-0.844854, -0.534998
-0.831470, -0.555570
-0.817585, -0.575808
-0.803207, -0.595699
-0.788346, -0.615232
-0.773010, -0.634393
-0.757209, -0.653173
-0.740951, -0.671559
-0.724247, -0.689541
-0.707107, -0.707107
-0.689541, -0.724247
-0.671559, -0.740951
-0.653173, -0.757209
-0.634393, -0.773010
-0.615232, -0.788346
-0.595699, -0.803208
-0.575808, -0.817585
-0.555570, -0.831470
-0.534998, -0.844854
-0.514103, -0.857729
-0.492898, -0.870087
-0.471397, -0.881921
-0.449611, -0.893224
-0.427555, -0.903989
-0.405241, -0.914210
-0.382683, -0.923880
-0.359895, -0.932993
-0.336890, -0.941544
-0.313682, -0.949528
-0.290285, -0.956940
-0.266713, -0.963776
-0.242980, -0.970031
-0.219101, -0.975702
-0.195090, -0.980785
-0.170962, -0.985278
-0.146730, -0.989177
-0.122411, -0.992480
-0.098017, -0.995185
-0.073565, -0.997290
-0.049068, -0.998795
-0.024541, -0.999699
0.000000, -1.000000
0.024541, -0.999699
0.049068, -0.998795
0.073565, -0.997290
0.098017, -0.995185
0.122411, -0.992480
0.146731, -0.989176
0.170962, -0.985278
0.195090, -0.980785
0.219101, -0.975702
0.242980, -0.970031
0.266713, -0.963776
0.290285, -0.956940
0.313682, -0.949528
0.336890, -0.941544
0.359895, -0.932993
0.382683, -0.923880
0.405241, -0.914210
0.427555, -0.903989
0.449611, -0.893224
0.471397, -0.881921
0.492898, -0.870087
0.514103, -0.857729
0.534998, -0.844854
0.555570, -0.831470
0.575808, -0.817585
0.595699, -0.803207
0.615232, -0.788346
0.634393, -0.773010
0.653173, -0.757209
